ticketNumber,Date,tripId,ticketStatus,tripName,tripAbbreviation,taxAbbreviation,startDate,tripCategoryId,GrossTicket,Commission,NetTicket,invoiceId,invoiceStatus,groupId,Sales Office Invoice,gender,dateOfBirth,countryOfOriginId,countryName
4410-TGY,2019-05-18,4410,2,French Canada,3DF,FC3,2019-07-05,1,309,0,309,107391,2,NULL, Online,Male,2012-01-20,30,Brazil
4378-8MB,2019-05-20,4378,2,Algonquin Park Day Trip - 2 TICKETS AVAILABLE,AP1,HST,2019-05-25,1,99,0,99,107392,2,NULL, Online,Female,1988-04-17,222,United Kingdom
3945-A9E,2019-05-21,3945,2,Chicago,CHI,.,2019-06-21,1,439,0,439,107401,2,NULL, Online,Male,1975-08-23,38,Canada
4388-XJ3,2019-05-21,4388,2,New York City,NYC,.,2019-06-14,1,409,0,409,107427,2,NULL, Online,Female,1994-11-29,73,France
4380-E6A,2019-05-22,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107445,2,NULL, Online,Female,2000-02-27,81,Germany
4385-2PW,2019-05-22,4385,2,French Canada Nightrider - Formula 1 Weekend,FCNR-F1,FCN,2019-06-07,1,309,0,309,107457,2,NULL, Online,Female,1996-05-06,99,India
4380-5CZ,2019-05-22,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107458,2,NULL, Online,Female,1995-08-05,138,Mexico
3684-GG3,2019-05-23,3684,2,Niagara Falls - Saturday,NF,HST,2019-05-25,1,60,0,60,107468,2,NULL, Online,Male,2001-11-12,30,Brazil
4384-2WU,2019-05-23,4384,2,Niagara Falls - Sunday,NF,HST,2019-06-02,1,60,0,60,107489,2,NULL, Online,Female,1986-10-09,73,France
4384-J2A,2019-05-23,4384,2,Niagara Falls - Sunday,NF,HST,2019-06-02,1,60,0,60,107490,2,NULL, Online,Female,1972-05-01,73,France
4380-1R9,2019-05-23,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107513,2,NULL, Online,Male,1997-06-17,107,Japan
4403-6U2,2019-05-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,107523,2,NULL, Online,Female,1996-08-06,138,Mexico
4403-SL2,2019-05-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,107524,2,NULL, Online,Male,1999-05-21,138,Mexico
4403-P1Z,2019-05-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,107525,2,NULL, Online,Female,1969-12-31,138,Mexico
4380-UXU,2019-05-24,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107539,2,NULL, Online,Male,1989-09-30,82,Ghana
4380-W9I,2019-05-24,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107540,2,NULL, Online,Female,1998-03-20,38,Canada
4380-4ZX,2019-05-24,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107542,2,NULL, Online,Male,2000-01-17,30,Brazil
4380-64V,2019-05-24,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107543,2,NULL, Online,Female,2000-12-03,38,Canada
3677-4ZY,2019-05-25,3677,2,Niagara Falls At Night,NFNT,HST,2019-05-26,1,90,0,90,107545,2,NULL, Online,Female,1978-12-12,138,Mexico
4380-U5H,2019-05-27,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107565,2,NULL, Online,Female,2000-06-09,138,Mexico
4380-Y9X,2019-05-27,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107566,2,NULL, Online,Female,1995-05-08,164,Panama
4380-8GU,2019-05-27,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107569,2,NULL, Online,Female,1993-05-22,164,Panama
4401-U1Y,2019-05-27,4401,2,French Kiss,4DF,FC4,2019-06-29,1,404,0,404,107577,2,NULL, Online,Male,2019-05-23,38,Canada
4380-82P,2019-05-27,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107578,2,NULL, Online,Female,2001-02-25,81,Germany
4380-SLR,2019-05-27,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107579,2,NULL, Online,Female,1991-02-03,30,Brazil
4380-ICZ,2019-05-28,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107633,2,NULL, Online,Male,1993-07-28,38,Canada
4380-G7U,2019-05-29,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107636,2,NULL, Online,Male,1965-12-01,30,Brazil
4380-MH3,2019-05-29,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107648,2,NULL, Online,Female,1991-05-28,30,Brazil
4380-TZS,2019-05-29,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107649,2,NULL, Online,Female,1994-11-18,30,Brazil
4383-YMI,2019-05-29,4383,2,St.Jacob`s & Elora Gorge,SJEG,HST,2019-06-01,1,45,0,45,107680,2,NULL, Online,Female,1983-10-23,47,Colombia
4383-X56,2019-05-29,4383,2,St.Jacob`s & Elora Gorge,SJEG,HST,2019-06-01,1,45,0,45,107681,2,NULL, Online,Female,1983-10-23,47,Colombia
4390-HJW,2019-05-29,4390,2,Algonquin Park Day Trip,AP1,HST,2019-06-15,1,99,0,99,107682,2,NULL, Online,Female,1989-03-07,107,Japan
4380-ADA,2019-05-30,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107718,2,NULL, Online,Male,1987-07-26,107,Japan
4380-443,2019-05-30,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107719,2,NULL, Online,Male,1998-07-16,204,Switzerland
4380-U7V,2019-05-30,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107720,2,NULL, Online,Male,1997-09-16,38,Canada
4386-5WZ,2019-05-30,4386,2,Niagara Falls - Saturday,NF,HST,2019-06-08,1,90,0,90,107724,2,NULL, Online,Female,1996-09-02,73,France
4380-4KM,2019-05-30,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107726,2,NULL, Online,Male,1992-09-21,101,"Iran, Islamic Republic of"
4380-152,2019-05-30,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,20,0,20,107727,2,NULL, Online,Female,1993-08-18,170,Poland
4380-C5E,2019-05-31,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107732,2,NULL, Online,Male,1999-11-29,99,India
4380-7JU,2019-05-31,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107733,2,NULL, Online,Female,1999-02-05,99,India
2945-APT,2019-05-31,2945,2,French Canada,3DF,FC3,2019-06-07,1,304,0,304,107734,2,NULL, Online,Female,1992-01-13,30,Brazil
2945-Y52,2019-05-31,2945,2,French Canada,3DF,FC3,2019-06-07,1,304,0,304,107735,2,NULL, Online,Female,2019-05-15,30,Brazil
4384-9VL,2019-05-31,4384,2,Niagara Falls - Sunday,NF,HST,2019-06-02,1,102,0,102,107736,2,NULL, Online,Female,1977-03-12,30,Brazil
4380-W3K,2019-05-31,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107755,2,NULL, Online,Female,1996-09-18,30,Brazil
3638-1ZB,2019-06-01,3638,2,French Canada (REVERSE),3DF,FC3,2019-07-12,1,304,0,304,107786,2,NULL, Online,Male,1999-01-07,30,Brazil
4413-5X7,2019-06-01,4413,2,Niagara Falls - Saturday - ADD NEW BOOKINGS ON THE OTHER,NF,HST,2019-07-06,1,72,0,72,107787,2,NULL, Online,Male,1999-01-07,30,Brazil
4400-KKD,2019-06-03,4400,2,New York City Nightrider,NYCNR,.,2019-06-28,1,404,0,404,107789,2,NULL, Online,Male,1998-12-05,81,Germany
4582-2X3,2019-06-05,4582,2,ADMIN: IT-SC,BC,HST,2019-06-19,3,25,0,25,107875,2,NULL, Online,Male,1997-09-21,38,Canada
4392-4UV,2019-06-05,4392,2, Sunset Boat Cruise Party,BC,HST,2019-06-20,3,25,0,25,107876,2,NULL, Online,Male,1997-09-21,38,Canada
4404-UHJ,2019-06-05,4404,2,Niagara Falls - Saturday,NF,HST,2019-06-29,1,102,0,102,107887,2,NULL, Online,Female,1998-07-29,21,Belgium
4404-6K2,2019-06-05,4404,2,Niagara Falls - Saturday,NF,HST,2019-06-29,1,102,0,102,107888,2,NULL, Online,Female,1998-04-12,21,Belgium
4396-XKH,2019-06-05,4396,2,Algonquin Park Overnight Trip,AP2,HST,2019-06-22,1,214,0,214,107905,2,NULL, Online,Female,2019-06-06,99,India
4386-IPJ,2019-06-05,4386,2,Niagara Falls - Saturday,NF,HST,2019-06-08,1,90,0,90,107911,2,NULL, Online,Female,1995-03-28,81,Germany
4387-1S7,2019-06-05,4387,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-06-08,1,69,0,69,107912,2,NULL, Online,Female,2001-04-21,204,Switzerland
4390-P9A,2019-06-05,4390,2,Algonquin Park Day Trip,AP1,HST,2019-06-15,1,99,0,99,107915,2,NULL, Online,Female,1996-02-19,73,France
4386-QI1,2019-06-06,4386,2,Niagara Falls - Saturday,NF,HST,2019-06-08,1,72,0,72,107916,2,NULL, Online,Female,2000-03-22,81,Germany
4386-A93,2019-06-06,4386,2,Niagara Falls - Saturday,NF,HST,2019-06-08,1,72,0,72,107917,2,NULL, Online,Female,1992-06-19,138,Mexico
4388-XWU,2019-06-06,4388,2,New York City,NYC,.,2019-06-14,1,409,0,409,107918,2,NULL, Online,Male,2000-03-22,81,Germany
4388-Z33,2019-06-06,4388,2,New York City,NYC,.,2019-06-14,1,409,0,409,107919,2,NULL, Online,Female,1992-06-19,138,Mexico
4387-IET,2019-06-06,4387,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-06-08,1,69,0,69,107953,2,NULL, Online,Female,1990-08-07,30,Brazil
4400-I2U,2019-06-06,4400,2,New York City Nightrider,NYCNR,.,2019-06-28,1,389,0,389,107954,2,NULL, Online,Female,1996-02-08,113,"Korea (South), Republic of"
4393-DRJ,2019-06-06,4393,2,Niagara Falls - Sunday,NF,HST,2019-06-09,1,60,0,60,107955,2,NULL, Online,Female,1988-10-08,138,Mexico
4385-D9C,2019-06-07,4385,2,French Canada Nightrider - Formula 1 Weekend,FCNR-F1,FCN,2019-06-07,1,339,0,339,107956,2,NULL, Online,Female,1993-01-02,138,Mexico
4385-IS3,2019-06-07,4385,2,French Canada Nightrider - Formula 1 Weekend,FCNR-F1,FCN,2019-06-07,1,339,0,339,107957,2,NULL, Online,Female,1989-09-11,138,Mexico
4393-CJC,2019-06-07,4393,2,Niagara Falls - Sunday,NF,HST,2019-06-09,1,95,0,95,107958,2,NULL, Online,Female,1974-01-01,38,Canada
4393-57Y,2019-06-07,4393,2,Niagara Falls - Sunday,NF,HST,2019-06-09,1,95,0,95,107959,2,NULL, Online,Female,2019-06-03,38,Canada
4387-TGU,2019-06-07,4387,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-06-08,1,69,0,69,107983,2,NULL, Online,Female,1999-09-21,204,Switzerland
4387-XTH,2019-06-07,4387,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-06-08,1,69,0,69,107984,2,NULL, Online,Male,1997-11-25,204,Switzerland
4609-P48,2019-06-09,4609,2,Algonquin Park Day Trip,AP1,HST,2019-06-29,1,99,0,99,107990,2,NULL, Online,Female,1995-01-22,99,India
4421-SZB,2019-06-09,4421,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-11,1,579,0,579,107991,2,NULL, Online,Male,1991-08-06,47,Colombia
4421-7AC,2019-06-09,4421,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-11,1,579,0,579,107992,2,NULL, Online,Female,1982-12-01,47,Colombia
4419-L92,2019-06-09,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,107993,2,NULL, Online,Male,1991-08-06,47,Colombia
4419-7MZ,2019-06-09,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,107994,2,NULL, Online,Female,1982-12-01,47,Colombia
4403-GMQ,2019-06-10,4403,2,French Canada,3DF,FC3,2019-06-29,1,414,0,414,108011,2,NULL, Online,Male,2002-10-09,47,Colombia
4424-X4S,2019-06-11,4424,2,Boston,BOS,.,2019-07-12,1,409,0,409,108028,2,NULL, Online,Female,2000-11-20,81,Germany
4434-U2C,2019-06-11,4434,2,Chicago,CHI,.,2019-07-19,1,409,0,409,108029,2,NULL, Online,Female,2000-11-20,81,Germany
4419-8T7,2019-06-11,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,72,0,72,108037,2,NULL, Online,Female,1967-12-12,30,Brazil
4389-H2T,2019-06-11,4389,2,Niagara Falls - Saturday,NF,HST,2019-06-15,1,60,0,60,108044,2,NULL, Online,Female,1971-02-26,106,Jamaica
4389-SJL,2019-06-11,4389,2,Niagara Falls - Saturday,NF,HST,2019-06-15,1,60,0,60,108045,2,NULL, Online,Male,1987-08-26,106,Jamaica
4389-5L9,2019-06-11,4389,2,Niagara Falls - Saturday,NF,HST,2019-06-15,1,60,0,60,108046,2,NULL, Online,Male,1986-01-08,106,Jamaica
4493-676,2019-06-12,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,219,0,219,108099,2,NULL, Online,Female,1990-01-05,113,"Korea (South), Republic of"
4626-L1I,2019-06-12,4626,2,Algonquin Park Day Trip,AP1,HST,2019-07-14,1,99,0,99,108101,2,NULL, Online,Female,1990-01-05,113,"Korea (South), Republic of"
4449-4UA,2019-06-12,4449,2,New York City Nightrider,NYCNR,.,2019-07-26,1,464,0,464,108102,2,NULL, Online,Female,1997-07-21,30,Brazil
4396-U4E,2019-06-12,4396,2,Algonquin Park Overnight Trip,AP2,HST,2019-06-22,1,209,0,209,108103,2,NULL, Online,Female,1997-04-13,99,India
4396-YFE,2019-06-12,4396,2,Algonquin Park Overnight Trip,AP2,HST,2019-06-22,1,209,0,209,108104,2,NULL, Online,Female,1997-06-18,99,India
4396-E66,2019-06-12,4396,2,Algonquin Park Overnight Trip,AP2,HST,2019-06-22,1,209,0,209,108105,2,NULL, Online,Female,2000-08-30,99,India
4390-X6A,2019-06-12,4390,2,Algonquin Park Day Trip,AP1,HST,2019-06-15,1,99,0,99,108106,2,NULL, Online,Male,2002-01-17,105,Italy
4394-5SE,2019-06-13,4394,2,French Canada,3DF,FC3,2019-06-21,1,289,0,289,108120,2,NULL, Online,Female,1999-09-06,13,Australia
4394-FRB,2019-06-13,4394,2,French Canada,3DF,FC3,2019-06-21,1,289,0,289,108121,2,NULL, Online,Female,1998-01-22,105,Italy
4389-G1X,2019-06-13,4389,2,Niagara Falls - Saturday,NF,HST,2019-06-15,1,60,0,60,108127,2,NULL, Online,Female,2019-06-12,30,Brazil
4389-1EF,2019-06-13,4389,2,Niagara Falls - Saturday,NF,HST,2019-06-15,1,60,0,60,108128,2,NULL, Online,Female,1992-01-13,30,Brazil
4416-GS1,2019-06-13,4416,2,Canada`s Wonderland Trip,CW,HST,2019-07-06,4,60,0,60,108129,2,NULL, Online,Male,2002-10-09,47,Colombia
4395-SCK,2019-06-13,4395,2,Niagara Falls - Saturday,NF,HST,2019-06-22,1,60,0,60,108130,2,NULL, Online,Male,2002-10-09,47,Colombia
4399-V35,2019-06-14,4399,2,French Canada NightRider,FCNR,FCN,2019-06-28,1,339,0,339,108131,2,NULL, Online,Male,1985-11-25,113,"Korea (South), Republic of"
4396-5R5,2019-06-16,4396,2,Algonquin Park Overnight Trip,AP2,HST,2019-06-22,1,209,0,209,108152,2,NULL, Online,Male,2000-07-06,99,India
4392-D5D,2019-06-17,4392,2, Sunset Boat Cruise Party,BC,HST,2019-06-20,3,25,0,25,108154,2,NULL, Online,Male,2001-03-05,38,Canada
4395-EVY,2019-06-18,4395,2,Niagara Falls - Saturday,NF,HST,2019-06-22,1,60,0,60,108231,2,NULL, Online,Female,1970-08-13,44,China
4395-7H4,2019-06-18,4395,2,Niagara Falls - Saturday,NF,HST,2019-06-22,1,60,0,60,108232,2,NULL, Online,Male,1969-06-08,44,China
4395-LGZ,2019-06-18,4395,2,Niagara Falls - Saturday,NF,HST,2019-06-22,1,60,0,60,108233,2,NULL, Online,Male,1969-12-31,44,China
4414-HRI,2019-06-19,4414,2,Algonquin Park Day Trip,AP1,HST,2019-07-06,1,99,0,99,108286,2,NULL, Online,Female,1999-01-04,164,Panama
4414-5LP,2019-06-19,4414,2,Algonquin Park Day Trip,AP1,HST,2019-07-06,1,99,0,99,108287,2,NULL, Online,Male,2000-09-23,164,Panama
4414-EZJ,2019-06-19,4414,2,Algonquin Park Day Trip,AP1,HST,2019-07-06,1,99,0,99,108288,2,NULL, Online,Male,2001-07-25,164,Panama
4419-6Y5,2019-06-19,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,108289,2,NULL, Online,Female,1999-01-04,164,Panama
4419-PGU,2019-06-19,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,108290,2,NULL, Online,Male,2000-09-23,164,Panama
4419-MQ6,2019-06-19,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,108291,2,NULL, Online,Male,2001-07-25,164,Panama
4512-RZ2,2019-06-19,4512,2,French Kiss (Saturday Departure),4DF,FC4,2019-07-13,1,379,0,379,108292,2,NULL, Online,Female,1999-01-04,164,Panama
4512-IM1,2019-06-19,4512,2,French Kiss (Saturday Departure),4DF,FC4,2019-07-13,1,379,0,379,108293,2,NULL, Online,Male,2000-09-23,164,Panama
4512-S5H,2019-06-19,4512,2,French Kiss (Saturday Departure),4DF,FC4,2019-07-13,1,379,0,379,108294,2,NULL, Online,Male,2001-07-25,164,Panama
4400-328,2019-06-19,4400,2,New York City Nightrider,NYCNR,.,2019-06-28,1,489,0,489,108371,2,NULL, Online,Female,1989-04-14,138,Mexico
4395-BSL,2019-06-19,4395,2,Niagara Falls - Saturday,NF,HST,2019-06-22,1,90,0,90,108372,2,NULL, Online,Female,1983-09-30,138,Mexico
4392-CFK,2019-06-20,4392,2, Sunset Boat Cruise Party,BC,HST,2019-06-20,3,25,0,25,108373,2,NULL, Online,Male,1992-09-10,73,France
4392-BJB,2019-06-20,4392,2, Sunset Boat Cruise Party,BC,HST,2019-06-20,3,25,0,25,108378,2,NULL, Online,Female,2001-08-18,38,Canada
4609-RYW,2019-06-20,4609,2,Algonquin Park Day Trip,AP1,HST,2019-06-29,1,99,0,99,108384,2,NULL, Online,Female,2000-09-24,81,Germany
4609-EXZ,2019-06-20,4609,2,Algonquin Park Day Trip,AP1,HST,2019-06-29,1,99,0,99,108385,2,NULL, Online,Female,2000-03-22,81,Germany
4397-KGH,2019-06-20,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,65,0,65,108390,2,NULL, Online,Female,1999-03-15,30,Brazil
3945-EUC,2019-06-20,3945,2,Chicago,CHI,.,2019-06-21,1,409,0,409,108402,2,NULL, Online,Female,1999-10-12,81,Germany
4400-1YX,2019-06-20,4400,2,New York City Nightrider,NYCNR,.,2019-06-28,1,479,0,479,108451,2,NULL, Online,Female,1984-02-22,206,Taiwan
4397-VQH,2019-06-20,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,107,0,107,108455,2,NULL, Online,Male,1993-06-11,30,Brazil
4397-FIZ,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,60,0,60,108468,2,NULL, Online,Female,2019-05-11,138,Mexico
4397-4KL,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,60,0,60,108469,2,NULL, Online,Female,2019-02-15,138,Mexico
4404-B3J,2019-06-21,4404,2,Niagara Falls - Saturday,NF,HST,2019-06-29,1,60,0,60,108470,2,NULL, Online,Male,2019-05-09,138,Mexico
4405-GYZ,2019-06-21,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,60,0,60,108471,2,NULL, Online,Male,2019-05-11,138,Mexico
4412-3H7,2019-06-21,4412,2,French Canada NightRider,FCNR,FCN,2019-07-05,1,399,0,399,108486,2,NULL, Online,Male,1991-02-22,38,Canada
4397-SC2,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,60,0,60,108492,2,NULL, Online,Male,2019-02-20,138,Mexico
4397-4E2,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,60,0,60,108493,2,NULL, Online,Female,1996-09-01,38,Canada
4397-MUU,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,60,0,60,108494,2,NULL, Online,Male,1988-04-20,138,Mexico
4397-G6Y,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,102,0,102,108497,2,NULL, Online,Male,2002-01-17,105,Italy
4397-XUT,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,102,0,102,108498,2,NULL, Online,Male,2003-07-18,105,Italy
4397-Q4S,2019-06-21,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,102,0,102,108499,2,NULL, Online,Male,2003-07-07,38,Canada
4412-J3I,2019-06-22,4412,2,French Canada NightRider,FCNR,FCN,2019-07-05,1,399,0,399,108500,2,NULL, Online,Female,1982-09-19,38,Canada
4397-4ZU,2019-06-22,4397,2,Niagara Falls - Sunday,NF,HST,2019-06-23,1,65,0,65,108505,2,NULL, Online,Female,1991-04-01,30,Brazil
4399-A4B,2019-06-22,4399,2,French Canada NightRider,FCNR,FCN,2019-06-28,1,309,0,309,108506,2,NULL, Online,Female,1995-09-21,99,India
4399-TBG,2019-06-22,4399,2,French Canada NightRider,FCNR,FCN,2019-06-28,1,309,0,309,108507,2,NULL, Online,Male,1995-12-17,99,India
4439-VEC,2019-06-23,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,102,0,102,108509,2,NULL, Online,Male,1992-07-16,30,Brazil
4439-S3C,2019-06-23,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,102,0,102,108510,2,NULL, Online,Male,1986-03-03,30,Brazil
4436-LFZ,2019-06-24,4436,2,French Canada (REVERSE),3DF,FC3,2019-07-19,1,289,0,289,108537,2,NULL, Online,Female,1999-03-15,30,Brazil
4436-Z4B,2019-06-24,4436,2,French Canada (REVERSE),3DF,FC3,2019-07-19,1,289,0,289,108538,2,NULL, Online,Female,2001-06-13,30,Brazil
4403-HDR,2019-06-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108549,2,NULL, Online,Female,1999-06-10,30,Brazil
4441-W7K,2019-06-24,4441,2,Tobermory Overnight Camping,TOB,HST,2019-07-20,1,209,0,209,108551,2,NULL, Online,Female,1996-06-05,99,India
4426-F11,2019-06-24,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,80,0,80,108552,2,NULL, Online,Female,1969-12-31,30,Brazil
4415-Z8I,2019-06-24,4415,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-06,1,89,0,89,108554,2,NULL, Online,Female,1969-12-31,30,Brazil
4434-ZPA,2019-06-24,4434,2,Chicago,CHI,.,2019-07-19,1,439,0,439,108555,2,NULL, Online,Female,1969-12-31,30,Brazil
4403-DP6,2019-06-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,108556,2,NULL, Online,Male,1997-04-14,38,Canada
4403-SHL,2019-06-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,108557,2,NULL, Online,Female,1999-04-20,30,Brazil
4403-PDI,2019-06-24,4403,2,French Canada,3DF,FC3,2019-06-29,1,289,0,289,108558,2,NULL, Online,Female,1997-08-11,30,Brazil
4416-4A7,2019-06-25,4416,3,Canada`s Wonderland Trip,CW,HST,2019-07-06,4,0.5,0,0.5,108625,2,NULL, Online,Male,2019-06-17,30,Brazil
4403-JVD,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108666,2,NULL, Online,Female,1995-02-17,230,Viet Nam
4403-XSC,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108667,2,NULL, Online,Male,2004-01-28,230,Viet Nam
4403-A42,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108668,2,NULL, Online,Female,1972-05-21,230,Viet Nam
4403-H4G,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108669,2,NULL, Online,Male,1970-04-11,230,Viet Nam
4403-YBM,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108670,2,NULL, Online,Female,1947-07-12,230,Viet Nam
4403-91I,2019-06-25,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108671,2,NULL, Online,Male,1989-06-04,230,Viet Nam
4405-IIB,2019-06-25,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,60,0,60,108672,2,NULL, Online,Male,2001-07-20,38,Canada
4424-1C9,2019-06-25,4424,2,Boston,BOS,.,2019-07-12,1,409,0,409,108673,2,NULL, Online,Male,1991-02-27,195,Spain
4424-2IH,2019-06-25,4424,2,Boston,BOS,.,2019-07-12,1,409,0,409,108674,2,NULL, Online,Female,1990-12-10,195,Spain
4448-T2Q,2019-06-26,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,329,0,329,108675,2,NULL, Online,Male,1990-04-22,138,Mexico
4405-BY6,2019-06-26,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,65,0,65,108676,2,NULL, Online,Male,1993-10-09,47,Colombia
4405-B2J,2019-06-26,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,65,0,65,108677,2,NULL, Online,Female,1995-03-11,47,Colombia
4405-EA6,2019-06-26,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,60,0,60,108678,2,NULL, Online,Female,1982-09-24,47,Colombia
4403-33K,2019-06-26,4403,2,French Canada,3DF,FC3,2019-06-29,1,604,0,604,108703,2,NULL, Online,Female,1984-04-13,99,India
4435-KXB,2019-06-26,4435,2,French Kiss,4DF,FC4,2019-07-19,1,359,0,359,108717,2,NULL, Online,Female,1993-10-20,107,Japan
4435-6D4,2019-06-26,4435,2,French Kiss,4DF,FC4,2019-07-19,1,359,0,359,108718,2,NULL, Online,Female,1992-05-04,107,Japan
4405-J6Q,2019-06-26,4405,2,Niagara Falls - Sunday,NF,HST,2019-06-30,1,102,0,102,108719,2,NULL, Online,Female,2001-05-29,138,Mexico
4403-VCZ,2019-06-26,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108733,2,NULL, Online,Female,1991-05-07,222,United Kingdom
4403-2ZU,2019-06-26,4403,2,French Canada,3DF,FC3,2019-06-29,1,309,0,309,108734,2,NULL, Online,Female,1990-03-29,19,Barbados
4403-SKM,2019-06-27,4403,2,French Canada,3DF,FC3,2019-06-29,1,334,0,334,108767,2,NULL, Online,Male,2000-05-09,105,Italy
4398-147,2019-06-27,4398,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-06-27,1,524,0,524,108768,2,NULL, Online,Female,1995-03-06,44,China
4403-C8G,2019-06-27,4403,2,French Canada,3DF,FC3,2019-06-29,1,299,0,299,108769,2,NULL, Online,Male,2002-09-14,113,"Korea (South), Republic of"
4567-CSJ,2019-06-27,4567,2,Ski and Snowboard,SKI,HST,2019-12-21,1,109,0,109,108770,2,NULL, Online,Male,1984-09-18,30,Brazil
